Matrix_Size_N,Trial_Number,NW_Time_Seconds,BH_Time_Seconds
100,66,0.0006746000144630671,0.13849869999103248
100,67,0.0006889000069350004,0.13803049991838634
100,68,0.0006559998728334904,0.15270299999974668
100,69,0.0007555000483989716,0.18652660003863275
100,70,0.0006695000920444727,0.15241310000419617
100,71,0.0008616000413894653,0.16960930009372532
100,72,0.0006830999627709389,0.13625420001335442
100,73,0.000668100081384182,0.1827342000324279
100,74,0.0006768000312149525,0.14632330019958317
100,75,0.0007141998503357172,0.2133832999970764
100,76,0.0006536000873893499,0.1720583001151681
100,77,0.0006752999033778906,0.17715620016679168
100,78,0.0006613999139517546,0.1558501000981778
100,79,0.0006605000235140324,0.1395439999178052
100,80,0.0007733001839369535,0.17120709992013872
100,81,0.001123199937865138,0.21261170017533004
100,82,0.001173800090327859,0.22090240009129047
100,83,0.0016468001995235682,0.19279709993861616
100,84,0.0007398000452667475,0.14667819999158382
100,85,0.0007647001184523106,0.17046539997681975
100,86,0.0006689000874757767,0.15133919985964894
100,87,0.0006635000463575125,0.1807888001203537
100,88,0.0014344998635351658,0.17470979993231595
100,89,0.0006796999368816614,0.16589730000123382
100,90,0.0006685999687761068,0.19649120001122355
100,91,0.0013949999120086432,0.14475059998221695
100,92,0.0006645999383181334,0.17537069995887578
100,93,0.0012117000296711922,0.1501903000753373
100,94,0.0006772000342607498,0.15409950003959239
100,95,0.0007163998670876026,0.14553860016167164
100,96,0.00071310019120574,0.1570061999373138
100,97,0.0006683000829070807,0.16837659990414977
100,98,0.0007311999797821045,0.15195480012334883
100,99,0.001127100083976984,0.19380469992756844
100,100,0.0014029999729245901,0.16929359990172088
400,1,0.012554900022223592,12.97752709989436
400,2,0.010850500082597136,13.361331300111488
400,3,0.010996399912983179,12.627122899983078
400,4,0.01703260000795126,12.902344699949026
400,5,0.011004699859768152,12.516714399913326
400,6,0.016814899863675237,12.688481399789453
400,7,0.010570399928838015,13.71883079991676
400,8,0.011013000039383769,12.330479699885473
400,9,0.011186299845576286,12.83555190009065
400,10,0.011400299845263362,12.492284399922937
400,11,0.011871099937707186,12.538135400041938
400,12,0.010994700016453862,13.065646699862555
400,13,0.013748300028964877,11.927915600128472
400,14,0.011331700021401048,13.285195899894461
400,15,0.010797900147736073,12.3428309999872
400,16,0.014237300027161837,12.256797400070354
